id;сотрудник;должность;команда;грейд;создан;навык;компетенция;домен;дата;оценка_;оценка;соответствие;Дата последней оценки;Соответствие по последней дате;План развития (оценка)Дата когда должен получить??;Запрос на обучение (да/нет);Рост уровня навыков;Вовлеченость (уровень навыка растет по времени);Key-people(рандом);Сильные навыки (да/нет)(Подтвержден руководителем);Пройденные оценки (Навык прошел проверку руководителя)(да/нет)
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-02-01 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-03-16 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да;да; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Разработка мобильных приложений iOS;Навыки разработки программного обеспечения;Hard skills;2023-12-28 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-08-13 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ; ; 
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-06-19 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-06-18 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-01-04 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да; ; ;да; ; ; 
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Решение проблем;Лидерские качества;Soft skills;2023-01-23 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да;да; ;да;да; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-08-22 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-12-14 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да;да; ;да; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-01-10 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-02-01 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Соблюдение сроков;Тайм-менеджмент;Soft skills;2023-08-16 00:00:00;3;Базовый;да;2024-08-05 00:00:00;да; ;да;да;да; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-01-20 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-06-02 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да; ; ;да;да;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-03-15 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-03-29 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Управление проектом;Лидерские качества;Soft skills;2023-07-12 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-07-16 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-08-10 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ; ; ; ;да; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-02-12 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-11-29 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
9;Кузнецов Савелий;Тимлид;Медиа;Junior;2022-04-27 00:00:00;Эмоциональный интеллект;Лидерские качества;Soft skills;2023-09-02 00:00:00;3;Базовый;да;2024-08-05 00:00:00;да; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-05-03 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-05-10 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-12-26 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-07-19 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Asana;Навыки работы с системами управления проектами;Hard skills;2023-02-23 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;C++;Знание языков программирования.;Hard skills;2023-10-24 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да;да; ;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;C++;Знание языков программирования.;Hard skills;2023-07-05 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;C++;Знание языков программирования.;Hard skills;2023-05-19 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;C++;Знание языков программирования.;Hard skills;2023-04-30 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ;да;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;C++;Знание языков программирования.;Hard skills;2023-05-07 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-05-27 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-11-21 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-05-04 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ; 
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-02-07 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Clickhouse;Умение работать с базами данных;Hard skills;2023-09-22 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-02-15 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-03-29 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;;да; ; ;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-06-01 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-10-29 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;CorelDraw;Навык работы с графическими редакторами;Hard skills;2023-02-10 00:00:00;3;Базовый;да;2024-08-05 00:00:00;да; ;да;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Java;Знание языков программирования.;Hard skills;2023-03-03 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Java;Знание языков программирования.;Hard skills;2023-03-21 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Java;Знание языков программирования.;Hard skills;2023-05-17 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Java;Знание языков программирования.;Hard skills;2023-10-09 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Java;Знание языков программирования.;Hard skills;2023-09-26 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-03-01 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да;да;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-05-24 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да; ; ;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-12-31 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-02-20 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Jira;Навыки работы с системами управления проектами;Hard skills;2023-05-24 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-09-12 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-07-13 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-04-03 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-03-19 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Linux;Навыки работы с операционными системами;Hard skills;2023-07-06 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-03-29 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-05-21 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-11-18 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-06-21 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MacOS;Навыки работы с операционными системами;Hard skills;2023-12-14 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-10-13 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-07-11 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-05-17 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-10-24 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;ML;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-07-06 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-05-06 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ;да;да;да;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-05-22 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-01-29 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да;да;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-02-06 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;;да;да; ;да; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MS SQL Server;Умение работать с базами данных;Hard skills;2023-06-10 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-08-15 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-07-10 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-04-30 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-04-25 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;MySQL;Умение работать с базами данных;Hard skills;2023-04-08 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-10-25 00:00:00;2;Начинающий;да;2024-08-05 00:00:00;; ;да; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-01-30 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да; ; ;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-02-13 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-06-29 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Pandas;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-01-28 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-10-19 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-10-01 00:00:00;3;Базовый;да;2024-08-05 00:00:00;;да; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-09-13 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-11-30 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;PhotoShop;Навык работы с графическими редакторами;Hard skills;2023-05-23 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ;да;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Python;Знание языков программирования.;Hard skills;2023-07-16 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Python;Знание языков программирования.;Hard skills;2023-08-12 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Python;Знание языков программирования.;Hard skills;2023-05-14 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Python;Знание языков программирования.;Hard skills;2023-07-09 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ;да; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Python;Знание языков программирования.;Hard skills;2023-10-04 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ;да;да;да;да;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-02-02 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ; 
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-03-15 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-04-08 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-03-17 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Seaborn;Умение проводить анализ данных и применять методы машинного обучения и аналитики данных.;Hard skills;2023-02-11 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-10-12 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да; ; ;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-10-06 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-08-10 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-09-08 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Trello;Навыки работы с системами управления проектами;Hard skills;2023-10-16 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да;да;да;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-07-06 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-08-29 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ;да;да;да;да; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-05-25 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ; ; ; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-12-13 00:00:00;3;Базовый;да;2024-08-05 00:00:00;; ; ;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Windows;Навыки работы с операционными системами;Hard skills;2023-05-20 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;да;да; ; ;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-06-14 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;; ;да;да;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-11-08 00:00:00;4;Уверенный;да;2024-08-05 00:00:00;;да; ; ;да; ; ;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-07-26 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-04-13 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ;да;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Английский язык;Знание иностранных языков;Hard skills;2023-02-16 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;да; ; ; ; ; ;да;да
18;Кузнецова Василиса;Менеджер проекта;Приложение;Junior;2022-03-22 00:00:00;Граммотная письменная речь;Навык делового общения и ведения переписки.;Soft skills;2023-07-17 00:00:00;5;Экспертный;да;2024-08-05 00:00:00;; ; ; ; ; ; ; 
